name	score
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
BIOCARTA_MTA3_PATHWAY.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	10
INSULIN_IGF_PATHWAY-PROTEIN_KINASE_B_SIGNALING_CASCADE.profile	10
TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX.profile	10
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	10
ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS.profile	10
COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING.profile	10
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	10
RIP-MEDIATED_NFKB_ACTIVATION_VIA_ZBP1.profile	10
CALNEXIN_CALRETICULIN_CYCLE.profile	10
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	10
ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF__SREBP_.profile	10
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP__SREBF_.profile	10
RETINOL_BIOSYNTHESIS.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
NUCLEAR_PORE_COMPLEX__NPC__DISASSEMBLY.profile	10
BIOCARTA_SET_PATHWAY.profile	10
REACTIVE_OXYGEN_SPECIES_DEGRADATION.profile	10
TRNA_PROCESSING_IN_THE_NUCLEUS.profile	10
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	9
AQUAPORIN-MEDIATED_TRANSPORT.profile	9
BIOCARTA_EPHA4_PATHWAY.profile	9
SYNTHESIS_OF_PC.profile	9
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	9
GLYPICAN_1_NETWORK.profile	9
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	9
HS-GAG_DEGRADATION.profile	9
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	9
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	9
G_ALPHA__Q__SIGNALLING_EVENTS.profile	9
THE_NLRP3_INFLAMMASOME.profile	9
SA_TRKA_RECEPTOR.profile	8
HISTIDINE,_LYSINE,_PHENYLALANINE,_TYROSINE,_PROLINE_AND_TRYPTOPHAN_CATABOLISM.profile	8
ST_G_ALPHA_I_PATHWAY.profile	8
WNT_SIGNALING.profile	8
CLOSTRIDIUM_NEUROTOXICITY.profile	8
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	8
PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC.profile	8
HS-GAG_BIOSYNTHESIS.profile	8
ACTIVATION_OF_MATRIX_METALLOPROTEINASES.profile	7
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	7
TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA.profile	7
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	7
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	7
P75_NTR_-MEDIATED_SIGNALING.profile	7
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	7
GAMMA-CARBOXYLATION_OF_PROTEIN_PRECURSORS.profile	7
SYNTHESIS_OF_PE.profile	7
DEFECTIVE_EXT1_CAUSES_EXOSTOSES_1,_TRPS2_AND_CHDS.profile	7
DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2.profile	7
LIPID_AND_LIPOPROTEIN_METABOLISM.profile	7
METABOLISM_OF_FOLATE_AND_PTERINES.profile	7
CASP8_ACTIVITY_IS_INHIBITED.profile	7
REGULATION_BY_C-FLIP.profile	7
DIMERIZATION_OF_PROCASPASE-8.profile	7
TRIACYLGLYCEROL_BIOSYNTHESIS.profile	7
N-GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS-GOLGI.profile	7
BIOCARTA_IL4_PATHWAY.profile	6
CHEMOKINE_RECEPTORS_BIND_CHEMOKINES.profile	6
TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING.profile	6
PROTEIN_FOLDING.profile	6
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	6
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	6
TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS.profile	6
TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT.profile	6
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_II.profile	6
REPRODUCTION.profile	6
FERTILIZATION.profile	6
HEDGEHOG_LIGAND_BIOGENESIS.profile	6
REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA-CARBOXYLATED_PROTEINS.profile	6
INFLAMMASOMES.profile	6
RORA_ACTIVATES_GENE_EXPRESSION.profile	6
BIOCARTA_INSULIN_PATHWAY.profile	6
REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN.profile	6
ANDROGEN_BIOSYNTHESIS.profile	5
ST_ADRENERGIC.profile	5
