name	score
BIOCARTA_STEM_PATHWAY.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS.profile	10
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA-CARBOXYLATED_PROTEINS.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
BIOCARTA_SKP2E2F_PATHWAY.profile	10
RORA_ACTIVATES_GENE_EXPRESSION.profile	10
RETINOL_BIOSYNTHESIS.profile	10
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	9
SYNTHESIS_OF_PE.profile	9
HEDGEHOG_OFF_STATE.profile	9
SYNTHESIS_OF_PC.profile	9
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	9
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	9
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	9
ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS.profile	9
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	9
THYROXINE_BIOSYNTHESIS.profile	9
DOWNREGULATION_OF_ERBB2:ERBB3_SIGNALING.profile	9
NUCLEOTIDE-BINDING_DOMAIN,_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR__NLR__SIGNALING_PATHWAYS.profile	9
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	9
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	9
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	9
BIOCARTA_IL5_PATHWAY.profile	9
L-KYNURENINE_DEGRADATION.profile	9
GAMMA-CARBOXYLATION_OF_PROTEIN_PRECURSORS.profile	8
TRIACYLGLYCEROL_BIOSYNTHESIS.profile	8
ANDROGEN_BIOSYNTHESIS.profile	8
DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA.profile	8
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	8
IL2.profile	8
WNT_SIGNALING.profile	8
RIP-MEDIATED_NFKB_ACTIVATION_VIA_ZBP1.profile	8
GAMMA-CARBOXYLATION,_TRANSPORT,_AND_AMINO-TERMINAL_CLEAVAGE_OF_PROTEINS.profile	8
THE_NLRP3_INFLAMMASOME.profile	8
COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING.profile	8
CALNEXIN_CALRETICULIN_CYCLE.profile	8
TRYPTOPHAN_CATABOLISM.profile	8
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	8
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	8
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	8
FERTILIZATION.profile	8
REPRODUCTION.profile	8
TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX.profile	7
TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX.profile	7
HEDGEHOG_LIGAND_BIOGENESIS.profile	7
GLYPICAN_1_NETWORK.profile	7
REGULATION_OF_TNFR1_SIGNALING.profile	7
SIGNALING_BY_HEDGEHOG.profile	7
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	7
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	7
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	7
TRAF6_MEDIATED_INDUCTION_OF_PROINFLAMMATORY_CYTOKINES.profile	7
TOLL_LIKE_RECEPTOR_5__TLR5__CASCADE.profile	7
MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE.profile	7
SURFACTANT_METABOLISM.profile	7
GLUCURONIDATION.profile	6
PYRUVATE_METABOLISM.profile	6
HISTIDINE,_LYSINE,_PHENYLALANINE,_TYROSINE,_PROLINE_AND_TRYPTOPHAN_CATABOLISM.profile	6
BIOCARTA_EPO_PATHWAY.profile	6
G_ALPHA__Z__SIGNALLING_EVENTS.profile	6
BIOCARTA_DC_PATHWAY.profile	6
OPSINS.profile	6
BIOCARTA_MTA3_PATHWAY.profile	6
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	6
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP__SREBF_.profile	6
TOLL_LIKE_RECEPTOR_10__TLR10__CASCADE.profile	6
DEATH_RECEPTOR_SIGNALLING.profile	6
TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS.profile	6
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	5
INSULIN_IGF_PATHWAY-PROTEIN_KINASE_B_SIGNALING_CASCADE.profile	5
ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING.profile	5
ACYL_CHAIN_REMODELLING_OF_PI.profile	5
ETHANOL_OXIDATION.profile	5
ACTIVATED_POINT_MUTANTS_OF_FGFR2.profile	5
FGFR2_MUTANT_RECEPTOR_ACTIVATION.profile	5
REGULATION_OF_DNA_REPLICATION.profile	5
REMOVAL_OF_LICENSING_FACTORS_FROM_ORIGINS.profile	5
ST_G_ALPHA_I_PATHWAY.profile	5
TOLL_LIKE_RECEPTOR_9__TLR9__CASCADE.profile	5
REACTIVE_OXYGEN_SPECIES_DEGRADATION.profile	5
TNF_SIGNALING.profile	5
TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR.profile	5
TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS.profile	4
SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE.profile	4
P75_NTR_-MEDIATED_SIGNALING.profile	4
PHENYLALANINE_AND_TYROSINE_CATABOLISM.profile	4
BIOCARTA_BARR_MAPK_PATHWAY.profile	4
LYSINE_CATABOLISM.profile	4
PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC.profile	4
BRANCHED-CHAIN_AMINO_ACID_CATABOLISM.profile	4
GLUTATHIONE-MEDIATED_DETOXIFICATION.profile	4
ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS.profile	4
