name	score
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
SYNTHESIS_OF_LEUKOTRIENES__LT__AND_EOXINS__EX_.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
POLO-LIKE_KINASE_MEDIATED_EVENTS.profile	10
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	10
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	10
BIOCARTA_FIBRINOLYSIS_PATHWAY.profile	10
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	10
CLASS_C_3__METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_.profile	10
TNFR1-INDUCED_PROAPOPTOTIC_SIGNALING.profile	10
NEGATIVE_REGULATION_OF_TCF-DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS.profile	10
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	10
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	10
BIOCARTA_TH1TH2_PATHWAY.profile	10
REGULATION_OF_IFNA_SIGNALING.profile	10
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	9
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	9
GPVI-MEDIATED_ACTIVATION_CASCADE.profile	9
PURINE_NUCLEOTIDES_DEGRADATION.profile	9
SA_TRKA_RECEPTOR.profile	9
BIOCARTA_RARRXR_PATHWAY.profile	9
METABOLISM_OF_FOLATE_AND_PTERINES.profile	9
ST_INTERLEUKIN_4_PATHWAY.profile	9
METALLOTHIONEINS_BIND_METALS.profile	9
RESPONSE_TO_METAL_IONS.profile	9
ABC-FAMILY_PROTEINS_MEDIATED_TRANSPORT.profile	9
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	9
AQUAPORIN-MEDIATED_TRANSPORT.profile	9
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	9
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	8
IL2.profile	8
RHO_GTPASES_ACTIVATE_CIT.profile	8
AMINE_LIGAND-BINDING_RECEPTORS.profile	8
