name	score
GLYPICAN_1_NETWORK.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
RETINOL_BIOSYNTHESIS.profile	10
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	10
ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
PROTEIN_FOLDING.profile	10
ST_G_ALPHA_I_PATHWAY.profile	10
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	10
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	10
SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE.profile	10
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	10
SA_TRKA_RECEPTOR.profile	10
CALNEXIN_CALRETICULIN_CYCLE.profile	10
SYNTHESIS_OF_PC.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	9
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	9
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	9
BIOCARTA_EPHA4_PATHWAY.profile	9
RORA_ACTIVATES_GENE_EXPRESSION.profile	9
ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS.profile	9
HEDGEHOG_OFF_STATE.profile	9
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	9
TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX.profile	9
CHAPERONIN-MEDIATED_PROTEIN_FOLDING.profile	9
COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING.profile	9
THE_NLRP3_INFLAMMASOME.profile	9
RIP-MEDIATED_NFKB_ACTIVATION_VIA_ZBP1.profile	9
REGULATION_OF_IFNA_SIGNALING.profile	9
DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES.profile	9
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	9
BIOCARTA_STEM_PATHWAY.profile	8
DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE.profile	8
REACTIVE_OXYGEN_SPECIES_DEGRADATION.profile	8
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_III.profile	8
GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	8
INSULIN_IGF_PATHWAY-PROTEIN_KINASE_B_SIGNALING_CASCADE.profile	8
P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	8
NUCLEAR_PORE_COMPLEX__NPC__DISASSEMBLY.profile	8
NUCLEOTIDE-LIKE__PURINERGIC__RECEPTORS.profile	8
GLUCURONIDATION.profile	7
WNT_SIGNALING.profile	7
ALZHEIMER_DISEASE-AMYLOID_SECRETASE_PATHWAY.profile	7
INFLAMMASOMES.profile	7
LYSINE_CATABOLISM.profile	7
ACTIVATED_POINT_MUTANTS_OF_FGFR2.profile	7
FGFR2_MUTANT_RECEPTOR_ACTIVATION.profile	7
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	7
PLATELET_AGGREGATION__PLUG_FORMATION_.profile	7
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	7
INTEGRIN_ALPHAIIB_BETA3_SIGNALING.profile	7
INSULIN_PATHWAY.profile	7
UNWINDING_OF_DNA.profile	7
ANDROGEN_BIOSYNTHESIS.profile	7
RESOLUTION_OF_D-LOOP_STRUCTURES_THROUGH_SYNTHESIS-DEPENDENT_STRAND_ANNEALING__SDSA_.profile	7
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	7
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	7
TRIACYLGLYCEROL_BIOSYNTHESIS.profile	7
BIOCARTA_SKP2E2F_PATHWAY.profile	6
VALINE_DEGRADATION.profile	6
HISTIDINE,_LYSINE,_PHENYLALANINE,_TYROSINE,_PROLINE_AND_TRYPTOPHAN_CATABOLISM.profile	6
CLOSTRIDIUM_NEUROTOXICITY.profile	6
ACYL_CHAIN_REMODELLING_OF_PI.profile	6
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	6
LIGAND-GATED_ION_CHANNEL_TRANSPORT.profile	6
IL2.profile	6
BIOCARTA_IL4_PATHWAY.profile	6
SYNTHESIS_OF_PE.profile	6
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	6
TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT.profile	6
TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS.profile	6
FERTILIZATION.profile	6
REPRODUCTION.profile	6
HEDGEHOG_LIGAND_BIOGENESIS.profile	6
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	5
CHEMOKINE_RECEPTORS_BIND_CHEMOKINES.profile	5
BIOCARTA_MTA3_PATHWAY.profile	5
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	5
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	5
LGI-ADAM_INTERACTIONS.profile	5
