name	score
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	10
BIOCARTA_IL4_PATHWAY.profile	10
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	10
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP__SREBF_.profile	10
PROTEIN_FOLDING.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
IL2.profile	10
NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE.profile	10
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	10
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	10
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	9
THYROXINE_BIOSYNTHESIS.profile	9
SA_TRKA_RECEPTOR.profile	9
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	9
AQUAPORIN-MEDIATED_TRANSPORT.profile	9
CHAPERONIN-MEDIATED_PROTEIN_FOLDING.profile	9
ST_INTERLEUKIN_4_PATHWAY.profile	9
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	9
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	9
DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM.profile	9
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	9
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	9
SIGNALING_BY_RETINOIC_ACID.profile	9
REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA-CARBOXYLATED_PROTEINS.profile	9
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	9
RETINOL_BIOSYNTHESIS.profile	9
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	9
GAMMA-CARBOXYLATION,_TRANSPORT,_AND_AMINO-TERMINAL_CLEAVAGE_OF_PROTEINS.profile	9
TRNA_PROCESSING_IN_THE_NUCLEUS.profile	9
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	9
CASP8_ACTIVITY_IS_INHIBITED.profile	9
REGULATION_BY_C-FLIP.profile	9
DIMERIZATION_OF_PROCASPASE-8.profile	9
CALNEXIN_CALRETICULIN_CYCLE.profile	9
HEDGEHOG_OFF_STATE.profile	8
RORA_ACTIVATES_GENE_EXPRESSION.profile	8
BIOCARTA_MTA3_PATHWAY.profile	8
ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF__SREBP_.profile	8
HEDGEHOG_LIGAND_BIOGENESIS.profile	8
SIGNALING_BY_HEDGEHOG.profile	8
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	8
GAMMA-CARBOXYLATION_OF_PROTEIN_PRECURSORS.profile	8
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	8
COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING.profile	8
WNT_SIGNALING_PATHWAY.profile	8
