name	score
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	10
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	10
SYNTHESIS_OF_PC.profile	10
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	10
ST_G_ALPHA_I_PATHWAY.profile	10
TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA.profile	10
REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS.profile	10
TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX.profile	10
TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA.profile	10
TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS.profile	10
GLYPICAN_1_NETWORK.profile	10
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	10
BIOCARTA_VEGF_PATHWAY.profile	10
TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT.profile	10
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	10
RIP-MEDIATED_NFKB_ACTIVATION_VIA_ZBP1.profile	10
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	9
HEDGEHOG_OFF_STATE.profile	9
P38MAPK_EVENTS.profile	9
RECYCLING_OF_BILE_ACIDS_AND_SALTS.profile	9
HEDGEHOG_LIGAND_BIOGENESIS.profile	9
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	9
ABC-FAMILY_PROTEINS_MEDIATED_TRANSPORT.profile	9
TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS.profile	9
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	9
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	9
ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS.profile	9
THE_NLRP3_INFLAMMASOME.profile	9
SIGNALING_BY_RETINOIC_ACID.profile	9
REGULATION_BY_C-FLIP.profile	9
DIMERIZATION_OF_PROCASPASE-8.profile	9
CASP8_ACTIVITY_IS_INHIBITED.profile	9
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	8
AMINE_LIGAND-BINDING_RECEPTORS.profile	8
TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING.profile	8
DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA.profile	8
COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING.profile	8
CD28_DEPENDENT_PI3K_AKT_SIGNALING.profile	8
REGULATED_NECROSIS.profile	8
RIPK1-MEDIATED_REGULATED_NECROSIS.profile	8
SYNTHESIS_OF_PE.profile	8
BIOCARTA_STEM_PATHWAY.profile	8
HORMONE_LIGAND-BINDING_RECEPTORS.profile	8
LYSINE_CATABOLISM.profile	8
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	8
RORA_ACTIVATES_GENE_EXPRESSION.profile	7
SURFACTANT_METABOLISM.profile	7
GAMMA-CARBOXYLATION_OF_PROTEIN_PRECURSORS.profile	7
SA_TRKA_RECEPTOR.profile	7
THYROXINE_BIOSYNTHESIS.profile	7
G_ALPHA__Z__SIGNALLING_EVENTS.profile	7
REGULATION_OF_NECROPTOTIC_CELL_DEATH.profile	7
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	7
ANDROGEN_BIOSYNTHESIS.profile	7
INFLAMMASOMES.profile	7
