name	score
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
RORA_ACTIVATES_GENE_EXPRESSION.profile	10
BIOCARTA_IL2_PATHWAY.profile	10
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	10
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	10
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	10
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	10
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	10
REV-MEDIATED_NUCLEAR_EXPORT_OF_HIV_RNA.profile	10
TRNA_PROCESSING_IN_THE_NUCLEUS.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	10
THE_NLRP3_INFLAMMASOME.profile	10
BIOCARTA_STEM_PATHWAY.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	10
TRIACYLGLYCEROL_BIOSYNTHESIS.profile	9
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP__SREBF_.profile	9
BIOCARTA_EPHA4_PATHWAY.profile	9
CALNEXIN_CALRETICULIN_CYCLE.profile	9
BIOCARTA_IGF1MTOR_PATHWAY.profile	9
CD28_DEPENDENT_PI3K_AKT_SIGNALING.profile	9
NUCLEOTIDE-BINDING_DOMAIN,_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR__NLR__SIGNALING_PATHWAYS.profile	9
BIOCARTA_IL6_PATHWAY.profile	9
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	9
RIP-MEDIATED_NFKB_ACTIVATION_VIA_ZBP1.profile	9
AQUAPORIN-MEDIATED_TRANSPORT.profile	9
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	9
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	9
LYSINE_CATABOLISM.profile	9
BIOCARTA_IL4_PATHWAY.profile	9
HEDGEHOG_OFF_STATE.profile	8
IL2.profile	8
BIOCARTA_EGFR_SMRTE_PATHWAY.profile	8
POLO-LIKE_KINASE_MEDIATED_EVENTS.profile	8
SIGNALING_BY_NOTCH4.profile	8
TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX.profile	8
RETINOL_BIOSYNTHESIS.profile	8
NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE.profile	8
BIOCARTA_SPRY_PATHWAY.profile	8
RAP1_SIGNALLING.profile	8
TRAF6_MEDIATED_NF-KB_ACTIVATION.profile	8
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	8
REACTIVE_OXYGEN_SPECIES_DEGRADATION.profile	8
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	7
ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF__SREBP_.profile	7
HDMS_DEMETHYLATE_HISTONES.profile	7
BIOCARTA_SKP2E2F_PATHWAY.profile	7
ZBP1_DAI__MEDIATED_INDUCTION_OF_TYPE_I_IFNS.profile	7
BIOCARTA_TEL_PATHWAY.profile	7
TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS.profile	7
GAMMA-CARBOXYLATION,_TRANSPORT,_AND_AMINO-TERMINAL_CLEAVAGE_OF_PROTEINS.profile	7
CASP8_ACTIVITY_IS_INHIBITED.profile	7
REGULATION_BY_C-FLIP.profile	7
DIMERIZATION_OF_PROCASPASE-8.profile	7
SHC-MEDIATED_CASCADE:FGFR4.profile	7
SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE.profile	7
BIOCARTA_ACH_PATHWAY.profile	7
SIGNALING_BY_RETINOIC_ACID.profile	7
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	7
BIOCARTA_RB_PATHWAY.profile	7
GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	7
HEDGEHOG_LIGAND_BIOGENESIS.profile	6
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	6
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	6
LIPID_AND_LIPOPROTEIN_METABOLISM.profile	6
GLYCOGEN_STORAGE_DISEASES.profile	6
C-MYC_PATHWAY.profile	6
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	6
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	6
REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA-CARBOXYLATED_PROTEINS.profile	6
TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA.profile	6
ST_STAT3_PATHWAY.profile	6
P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	6
TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT.profile	6
BIOCARTA_ARF_PATHWAY.profile	6
REGULATION_OF_FZD_BY_UBIQUITINATION.profile	5
WNT_SIGNALING_NETWORK.profile	5
GAMMA_CARBOXYLATION,_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION.profile	5
RHO_GTPASE_CYCLE.profile	5
SIGNALING_BY_FGFR3_IN_DISEASE.profile	5
SYNTHESIS_OF_PC.profile	5
INFLAMMASOMES.profile	5
MYOCLONIC_EPILEPSY_OF_LAFORA.profile	5
DISEASES_OF_CARBOHYDRATE_METABOLISM.profile	5
ATF4_ACTIVATES_GENES.profile	5
NUCLEAR_PORE_COMPLEX__NPC__DISASSEMBLY.profile	5
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	5
CHOLESTEROL_BIOSYNTHESIS_I.profile	5
CHOLESTEROL_BIOSYNTHESIS_II__VIA_24,25-DIHYDROLANOSTEROL_.profile	5
CHOLESTEROL_BIOSYNTHESIS_III__VIA_DESMOSTEROL_.profile	5
ST_INTERLEUKIN_4_PATHWAY.profile	5
BIOCARTA_LEPTIN_PATHWAY.profile	5
