name	score
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	10
CLASS_C_3__METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
G_ALPHA__Z__SIGNALLING_EVENTS.profile	10
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	10
HORMONE_LIGAND-BINDING_RECEPTORS.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	10
CALNEXIN_CALRETICULIN_CYCLE.profile	10
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
BIOCARTA_GPCR_PATHWAY.profile	10
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	10
AQUAPORIN-MEDIATED_TRANSPORT.profile	10
ANDROGEN_BIOSYNTHESIS.profile	10
DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM.profile	10
CHYLOMICRON-MEDIATED_LIPID_TRANSPORT.profile	9
POLO-LIKE_KINASE_MEDIATED_EVENTS.profile	9
ST_STAT3_PATHWAY.profile	9
METABOLISM_OF_FOLATE_AND_PTERINES.profile	9
REGULATION_OF_SIGNALING_BY_NODAL.profile	9
REGULATION_OF_IFNA_SIGNALING.profile	9
PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR.profile	9
GLYPICAN_1_NETWORK.profile	9
GLUCAGON-TYPE_LIGAND_RECEPTORS.profile	9
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	9
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	9
BIOCARTA_IL4_PATHWAY.profile	8
ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF__SREBP_.profile	8
SA_TRKA_RECEPTOR.profile	8
RECYCLING_OF_BILE_ACIDS_AND_SALTS.profile	8
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_III.profile	8
CELL_DIVISION.profile	8
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	8
HEDGEHOG_OFF_STATE.profile	8
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	8
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	8
HS-GAG_BIOSYNTHESIS.profile	8
HS-GAG_DEGRADATION.profile	8
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	8
ST_INTERLEUKIN_4_PATHWAY.profile	7
LIPOPROTEIN_METABOLISM.profile	7
GPVI-MEDIATED_ACTIVATION_CASCADE.profile	7
PURINE_NUCLEOTIDES_DEGRADATION.profile	7
