name	score
PYRIMIDINE_SALVAGE_REACTIONS.profile	10
BIOCARTA_DNAFRAGMENT_PATHWAY.profile	10
FOXM1_TRANSCRIPTION_FACTOR_NETWORK.profile	10
BIOCARTA_SRCRPTP_PATHWAY.profile	10
SYNTHESIS,_SECRETION,_AND_DEACYLATION_OF_GHRELIN.profile	10
PHOSPHORYLATION_OF_THE_APC_C.profile	10
BIOCARTA_P35ALZHEIMERS_PATHWAY.profile	10
SCAVENGING_BY_CLASS_A_RECEPTORS.profile	10
FATTY_ACIDS.profile	10
RAS_ACTIVATION_UOPN_CA2plus_INFUX_THROUGH_NMDA_RECEPTOR.profile	10
GABA_SYNTHESIS,_RELEASE,_REUPTAKE_AND_DEGRADATION.profile	10
CELLULAR_ROLES_OF_ANTHRAX_TOXIN.profile	10
CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE.profile	10
GLUTATHIONE-MEDIATED_DETOXIFICATION.profile	10
PLASMINOGEN_ACTIVATING_CASCADE.profile	10
HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
BIOCARTA_P27_PATHWAY.profile	10
BIOCARTA_ACE2_PATHWAY.profile	10
INTERLEUKIN-6_SIGNALING.profile	10
BIOCARTA_PLATELETAPP_PATHWAY.profile	10
ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY.profile	10
BIOCARTA_PTC1_PATHWAY.profile	10
BIOCARTA_SET_PATHWAY.profile	10
CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII.profile	10
ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT.profile	10
ZINC_TRANSPORTERS.profile	10
SIGNALING_MEDIATED_BY_P38-GAMMA_AND_P38-DELTA.profile	10
ALPHA-LINOLENIC_ACID__ALA__METABOLISM.profile	10
BIOCARTA_SKP2E2F_PATHWAY.profile	9
BIOCARTA_LECTIN_PATHWAY.profile	9
BIOCARTA_SHH_PATHWAY.profile	9
BIOCARTA_IL22BP_PATHWAY.profile	9
ISOLEUCINE_DEGRADATION.profile	9
ALPHA-LINOLENIC__OMEGA3__AND_LINOLEIC__OMEGA6__ACID_METABOLISM.profile	9
age_cont	9
BIOCARTA_RB_PATHWAY.profile	8
SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL.profile	8
CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX.profile	8
DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA.profile	8
BIOCARTA_COMP_PATHWAY.profile	8
APC-CDC20_MEDIATED_DEGRADATION_OF_NEK2A.profile	8
COHESIN_LOADING_ONTO_CHROMATIN.profile	8
MITOTIC_SPINDLE_CHECKPOINT.profile	8
ACTIVATION_OF_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	8
POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	8
ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS.profile	8
IL27-MEDIATED_SIGNALING_EVENTS.profile	8
SA_REG_CASCADE_OF_CYCLIN_EXPR.profile	7
KERATAN_SULFATE_DEGRADATION.profile	7
NUCLEAR_SIGNALING_BY_ERBB4.profile	7
SIGNALING_EVENTS_MEDIATED_BY_PRL.profile	7
BIOCARTA_FIBRINOLYSIS_PATHWAY.profile	7
ACTIVATION_OF_BH3-ONLY_PROTEINS.profile	7
ICOSAPENTAENOATE_BIOSYNTHESIS_II__METAZOA_.profile	7
LYSINE_CATABOLISM.profile	7
BIOCARTA_CDK5_PATHWAY.profile	6
PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS.profile	6
INTRINSIC_PATHWAY_FOR_APOPTOSIS.profile	6
CYP2E1_REACTIONS.profile	6
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	6
MISCELLANEOUS_SUBSTRATES.profile	6
stage_cont	6
BIOCARTA_NO2IL12_PATHWAY.profile	6
SA_PROGRAMMED_CELL_DEATH.profile	6
LIGAND-GATED_ION_CHANNEL_TRANSPORT.profile	5
PHASE_2_-_PLATEAU_PHASE.profile	5
BIOCARTA_IGF1_PATHWAY.profile	5
TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR.profile	5
SLBP_INDEPENDENT_PROCESSING_OF_HISTONE_PRE-MRNAS.profile	5
INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS.profile	5
INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX.profile	5
CREATINE_METABOLISM.profile	5
SUPERPATHWAY_OF_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_SALVAGE.profile	4
