name	score
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	10
BIOCARTA_DNAFRAGMENT_PATHWAY.profile	10
BIOCARTA_P35ALZHEIMERS_PATHWAY.profile	10
FOXM1_TRANSCRIPTION_FACTOR_NETWORK.profile	10
GLUTATHIONE-MEDIATED_DETOXIFICATION.profile	10
BIOCARTA_PTC1_PATHWAY.profile	10
PYRIMIDINE_SALVAGE_REACTIONS.profile	10
RESOLUTION_OF_D-LOOP_STRUCTURES_THROUGH_HOLLIDAY_JUNCTION_INTERMEDIATES.profile	10
FATTY_ACIDS.profile	10
ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION.profile	10
PHOSPHORYLATION_OF_THE_APC_C.profile	10
BIOCARTA_P27_PATHWAY.profile	10
SIGNALING_MEDIATED_BY_P38-GAMMA_AND_P38-DELTA.profile	10
KINESINS.profile	10
SA_REG_CASCADE_OF_CYCLIN_EXPR.profile	10
BIOCARTA_SET_PATHWAY.profile	10
GABA_SYNTHESIS,_RELEASE,_REUPTAKE_AND_DEGRADATION.profile	10
ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT.profile	10
BIOCARTA_MCM_PATHWAY.profile	10
BIOCARTA_MPR_PATHWAY.profile	10
SIGNALING_EVENTS_MEDIATED_BY_PRL.profile	10
INTERLEUKIN-6_SIGNALING.profile	10
INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS.profile	10
INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX.profile	10
BIOCARTA_IGF1_PATHWAY.profile	10
VALIDATED_TRANSCRIPTIONAL_TARGETS_OF_DELTANP63_ISOFORMS.profile	10
RESOLUTION_OF_D-LOOP_STRUCTURES.profile	10
ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS.profile	10
BIOCARTA_ACE2_PATHWAY.profile	10
PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
MITOTIC_SPINDLE_CHECKPOINT.profile	10
RHO_GTPASES_ACTIVATE_CIT.profile	10
BIOCARTA_IGF1MTOR_PATHWAY.profile	10
BIOCARTA_SKP2E2F_PATHWAY.profile	10
RESOLUTION_OF_D-LOOP_STRUCTURES_THROUGH_SYNTHESIS-DEPENDENT_STRAND_ANNEALING__SDSA_.profile	10
MISCELLANEOUS_SUBSTRATES.profile	10
REGULATION_OF_CYTOPLASMIC_AND_NUCLEAR_SMAD2_3_SIGNALING.profile	10
BIOCARTA_RB_PATHWAY.profile	10
CREATINE_METABOLISM.profile	10
AURORA_A_SIGNALING.profile	10
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION.profile	10
HDR_THROUGH_MMEJ__ALT-NHEJ_.profile	10
HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
HEDGEHOG_LIGAND_BIOGENESIS.profile	10
GUANOSINE_RIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS.profile	10
METAL_ION_SLC_TRANSPORTERS.profile	10
LIGAND-GATED_ION_CHANNEL_TRANSPORT.profile	10
ALPHA-LINOLENIC__OMEGA3__AND_LINOLEIC__OMEGA6__ACID_METABOLISM.profile	10
ALPHA-LINOLENIC_ACID__ALA__METABOLISM.profile	10
SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL.profile	9
SYNTHESIS_OF_LEUKOTRIENES__LT__AND_EOXINS__EX_.profile	9
MMR.profile	9
BIOCARTA_LECTIN_PATHWAY.profile	9
G1_S-SPECIFIC_TRANSCRIPTION.profile	9
CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE.profile	9
ACTIVATION_OF_BH3-ONLY_PROTEINS.profile	9
BIOCARTA_IL6_PATHWAY.profile	9
SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE.profile	9
GLYCOSPHINGOLIPID_METABOLISM.profile	9
VALIDATED_NUCLEAR_ESTROGEN_RECEPTOR_ALPHA_NETWORK.profile	8
SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI-_AND_TRIPHOSPHATES.profile	8
PHASE_II_CONJUGATION.profile	8
PLASMINOGEN_ACTIVATING_CASCADE.profile	8
MISMATCH_REPAIR__MMR__DIRECTED_BY_MSH2:MSH3__MUTSBETA_.profile	8
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	8
CIRCADIAN_RHYTHM_PATHWAY.profile	8
NEUROTRANSMITTER_RELEASE_CYCLE.profile	8
PYRIMIDINE_METABOLISM.profile	8
SA_G1_AND_S_PHASES.profile	7
BIOCARTA_SRCRPTP_PATHWAY.profile	7
SA_PROGRAMMED_CELL_DEATH.profile	7
P73_TRANSCRIPTION_FACTOR_NETWORK.profile	7
ZINC_TRANSPORTERS.profile	7
BIOCARTA_RNA_PATHWAY.profile	7
DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA.profile	7
ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA.profile	7
CELLULAR_ROLES_OF_ANTHRAX_TOXIN.profile	6
BIOCARTA_PLATELETAPP_PATHWAY.profile	6
BIOCARTA_SHH_PATHWAY.profile	6
CYP2E1_REACTIONS.profile	6
BIOCARTA_BAD_PATHWAY.profile	6
APC-CDC20_MEDIATED_DEGRADATION_OF_NEK2A.profile	6
ICOSAPENTAENOATE_BIOSYNTHESIS_II__METAZOA_.profile	6
INTRINSIC_PATHWAY_FOR_APOPTOSIS.profile	6
GLUTATHIONE_CONJUGATION.profile	5
DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM.profile	5
CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX.profile	5
SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL.profile	5
ACTIVATION_OF_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	5
POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	5
ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS.profile	5
BIOCARTA_AKAP95_PATHWAY.profile	5
BIOCARTA_MTA3_PATHWAY.profile	5
IL27-MEDIATED_SIGNALING_EVENTS.profile	5
NICOTINE_PHARMACODYNAMICS_PATHWAY.profile	5
VALINE_DEGRADATION.profile	5
CELL_DIVISION.profile	5
PYRIMIDINE_DEOXYRIBONUCLEOTIDE_PHOSPHORYLATION.profile	5
BIOCARTA_CARM_ER_PATHWAY.profile	5
BIOCARTA_FIBRINOLYSIS_PATHWAY.profile	4
APC_C:CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B.profile	4
NAplus_CL-_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS.profile	4
GLUCURONIDATION.profile	4
COHESIN_LOADING_ONTO_CHROMATIN.profile	4
RAS_ACTIVATION_UOPN_CA2plus_INFUX_THROUGH_NMDA_RECEPTOR.profile	4
REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C-STRAND.profile	4
ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY.profile	4
KERATAN_SULFATE_DEGRADATION.profile	4
SYNTHESIS,_SECRETION,_AND_DEACYLATION_OF_GHRELIN.profile	4
INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1.profile	4
BIOCARTA_MITOCHONDRIA_PATHWAY.profile	3
MISMATCH_REPAIR__MMR__DIRECTED_BY_MSH2:MSH6__MUTSALPHA_.profile	3
METABOTROPIC_GLUTAMATE_RECEPTOR_GROUP_I_PATHWAY.profile	3
DISSOLUTION_OF_FIBRIN_CLOT.profile	3
stage_cont	3
PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS.profile	3
TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR.profile	3
GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION.profile	3
FORMATION_OF_SENESCENCE-ASSOCIATED_HETEROCHROMATIN_FOCI__SAHF_.profile	3
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	2
FGFR4_LIGAND_BINDING_AND_ACTIVATION.profile	2
AURORA_B_SIGNALING.profile	2
GLUTATHIONE_SYNTHESIS_AND_RECYCLING.profile	2
BIOCARTA_CELLCYCLE_PATHWAY.profile	2
BIOCARTA_CASPASE_PATHWAY.profile	2
SHC-MEDIATED_CASCADE:FGFR4.profile	2
BIOCARTA_ATM_PATHWAY.profile	2
LEUCINE_DEGRADATION.profile	2
IL2_SIGNALING_EVENTS_MEDIATED_BY_STAT5.profile	2
BIOCARTA_GLYCOLYSIS_PATHWAY.profile	2
BIOCARTA_HER2_PATHWAY.profile	2
BIOCARTA_BCELLSURVIVAL_PATHWAY.profile	2
ISOLEUCINE_DEGRADATION.profile	2
RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES.profile	2
BIOCARTA_NO2IL12_PATHWAY.profile	2
NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY.profile	2
BIOCARTA_ETS_PATHWAY.profile	2
SYNTHESIS_OF_PC.profile	2
BIOCARTA_VIP_PATHWAY.profile	2
CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION.profile	2
SUPERPATHWAY_OF_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_SALVAGE.profile	2
REGULATION_OF_IGF_ACTIVITY_BY_IGFBP.profile	2
PRESYNAPTIC_PHASE_OF_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE.profile	1
BIOCARTA_RANMS_PATHWAY.profile	1
RHO_GTPASES_ACTIVATE_IQGAPS.profile	1
BIOCARTA_ATRBRCA_PATHWAY.profile	1
IL-6-TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS.profile	1
age_cont	1
CLEC7A__DECTIN-1__INDUCES_NFAT_ACTIVATION.profile	1
BIOCARTA_CHEMICAL_PATHWAY.profile	1
BIOCARTA_CDK5_PATHWAY.profile	1
ST_GA12_PATHWAY.profile	1
HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE.profile	1
DECTIN-2_FAMILY.profile	1
REGULATION_OF_TELOMERASE.profile	1
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_II.profile	1
HEDGEHOG_SIGNALING_PATHWAY.profile	1
BIOCARTA_GATA3_PATHWAY.profile	1
BIOCARTA_GRANULOCYTES_PATHWAY.profile	1
NUCLEAR_SIGNALING_BY_ERBB4.profile	1
BIOCARTA_IL22BP_PATHWAY.profile	1
BBSOME-MEDIATED_CARGO-TARGETING_TO_CILIUM.profile	1
HDR_THROUGH_SINGLE_STRAND_ANNEALING__SSA_.profile	1
HEDGEHOG.profile	1
BIOCARTA_EIF2_PATHWAY.profile	1
LEADING_STRAND_SYNTHESIS.profile	1
POLYMERASE_SWITCHING.profile	1
G0_AND_EARLY_G1.profile	1
BIOCARTA_TH1TH2_PATHWAY.profile	1
