name	score
FOXM1_TRANSCRIPTION_FACTOR_NETWORK.profile	10
BIOCARTA_DNAFRAGMENT_PATHWAY.profile	10
PYRIMIDINE_SALVAGE_REACTIONS.profile	10
BIOCARTA_P35ALZHEIMERS_PATHWAY.profile	10
BIOCARTA_SKP2E2F_PATHWAY.profile	10
BIOCARTA_SHH_PATHWAY.profile	10
FATTY_ACIDS.profile	10
ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT.profile	10
SYNTHESIS,_SECRETION,_AND_DEACYLATION_OF_GHRELIN.profile	10
BIOCARTA_ACE2_PATHWAY.profile	10
GABA_SYNTHESIS,_RELEASE,_REUPTAKE_AND_DEGRADATION.profile	10
CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX.profile	10
stage_cont	10
CELLULAR_ROLES_OF_ANTHRAX_TOXIN.profile	10
SCAVENGING_BY_CLASS_A_RECEPTORS.profile	10
PHOSPHORYLATION_OF_THE_APC_C.profile	10
SIGNALING_MEDIATED_BY_P38-GAMMA_AND_P38-DELTA.profile	10
age_cont	10
SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL.profile	10
RAS_ACTIVATION_UOPN_CA2plus_INFUX_THROUGH_NMDA_RECEPTOR.profile	10
PLASMINOGEN_ACTIVATING_CASCADE.profile	10
BIOCARTA_PLATELETAPP_PATHWAY.profile	10
CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE.profile	10
INTERLEUKIN-6_SIGNALING.profile	10
ALPHA-LINOLENIC__OMEGA3__AND_LINOLEIC__OMEGA6__ACID_METABOLISM.profile	10
ALPHA-LINOLENIC_ACID__ALA__METABOLISM.profile	10
PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	10
BIOCARTA_SET_PATHWAY.profile	10
ZINC_TRANSPORTERS.profile	10
INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS.profile	10
INACTIVATION_OF_APC_C_VIA_DIRECT_INHIBITION_OF_THE_APC_C_COMPLEX.profile	10
BIOCARTA_SRCRPTP_PATHWAY.profile	10
PHASE_2_-_PLATEAU_PHASE.profile	10
BIOCARTA_P27_PATHWAY.profile	9
ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY.profile	9
ISOLEUCINE_DEGRADATION.profile	9
SA_PROGRAMMED_CELL_DEATH.profile	9
SA_REG_CASCADE_OF_CYCLIN_EXPR.profile	9
BIOCARTA_RB_PATHWAY.profile	9
CYP2E1_REACTIONS.profile	9
ACTIVATION_OF_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	9
ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS.profile	9
POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS.profile	9
DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA.profile	9
CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII.profile	9
PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS.profile	9
BIOCARTA_FIBRINOLYSIS_PATHWAY.profile	9
IL27-MEDIATED_SIGNALING_EVENTS.profile	8
BIOCARTA_LECTIN_PATHWAY.profile	8
APC_C:CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B.profile	8
GLUTATHIONE-MEDIATED_DETOXIFICATION.profile	8
BIOCARTA_CDK5_PATHWAY.profile	8
BIOCARTA_IL22BP_PATHWAY.profile	8
RHO_GTPASES_ACTIVATE_IQGAPS.profile	8
REGULATION_OF_IGF_ACTIVITY_BY_IGFBP.profile	7
BIOCARTA_PTC1_PATHWAY.profile	7
SUPERPATHWAY_OF_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_SALVAGE.profile	7
HEDGEHOG_SIGNALING_PATHWAY.profile	7
MITOTIC_SPINDLE_CHECKPOINT.profile	7
LYSINE_CATABOLISM.profile	7
JNK__C-JUN_KINASES__PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1.profile	7
SYNTHESIS_OF_PC.profile	7
GUANOSINE_RIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS.profile	7
ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA.profile	6
BIOCARTA_MCM_PATHWAY.profile	6
METALLOTHIONEINS_BIND_METALS.profile	6
RESPONSE_TO_METAL_IONS.profile	6
INTRINSIC_PATHWAY_FOR_APOPTOSIS.profile	6
SHC-MEDIATED_CASCADE:FGFR3.profile	6
SIGNALING_EVENTS_MEDIATED_BY_PRL.profile	5
BIOCARTA_EIF2_PATHWAY.profile	5
INSULIN_IGF_PATHWAY-PROTEIN_KINASE_B_SIGNALING_CASCADE.profile	5
GLUCURONIDATION.profile	5
KERATAN_SULFATE_DEGRADATION.profile	5
BIOCARTA_COMP_PATHWAY.profile	5
IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS.profile	4
ACTIVATION_OF_CA-PERMEABLE_KAINATE_RECEPTOR.profile	4
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	4
APC-CDC20_MEDIATED_DEGRADATION_OF_NEK2A.profile	4
GUANOSINE_NUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS.profile	4
HDR_THROUGH_MMEJ__ALT-NHEJ_.profile	4
L-KYNURENINE_DEGRADATION.profile	4
MASTL_FACILITATES_MITOTIC_PROGRESSION.profile	4
TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR.profile	4
SA_CASPASE_CASCADE.profile	4
CALCITONIN-LIKE_LIGAND_RECEPTORS.profile	4
DEPOLARIZATION_OF_THE_PRESYNAPTIC_TERMINAL_TRIGGERS_THE_OPENING_OF_CALCIUM_CHANNELS.profile	4
NUCLEAR_SIGNALING_BY_ERBB4.profile	4
LIGAND-GATED_ION_CHANNEL_TRANSPORT.profile	4
VASOPRESSIN_SYNTHESIS.profile	4
BIOCARTA_PITX2_PATHWAY.profile	4
