name	score
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	10
AQUAPORIN-MEDIATED_TRANSPORT.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
REGULATION_OF_PYRUVATE_DEHYDROGENASE__PDH__COMPLEX.profile	10
FGFR2_LIGAND_BINDING_AND_ACTIVATION.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
RORA_ACTIVATES_GENE_EXPRESSION.profile	10
BIOCARTA_STEM_PATHWAY.profile	10
CALNEXIN_CALRETICULIN_CYCLE.profile	10
BIOCARTA_INSULIN_PATHWAY.profile	10
GLYPICAN_1_NETWORK.profile	9
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	9
LYSINE_CATABOLISM.profile	9
GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	9
P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS.profile	9
PLATELET_AGGREGATION__PLUG_FORMATION_.profile	9
INTEGRIN_ALPHAIIB_BETA3_SIGNALING.profile	9
TRIACYLGLYCEROL_BIOSYNTHESIS.profile	9
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	9
ATF4_ACTIVATES_GENES.profile	9
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	9
SIGNALING_BY_RETINOIC_ACID.profile	9
REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS.profile	8
ST_STAT3_PATHWAY.profile	8
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX.profile	8
IL2.profile	8
REACTIVE_OXYGEN_SPECIES_DEGRADATION.profile	8
CD28_DEPENDENT_PI3K_AKT_SIGNALING.profile	8
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	8
PERK_REGULATES_GENE_EXPRESSION.profile	8
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	8
FGFR1_LIGAND_BINDING_AND_ACTIVATION.profile	8
