name	score
CALNEXIN_CALRETICULIN_CYCLE.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
SA_TRKA_RECEPTOR.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
TNFR1-INDUCED_PROAPOPTOTIC_SIGNALING.profile	10
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	10
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	10
HEDGEHOG_OFF_STATE.profile	10
BIOCARTA_TH1TH2_PATHWAY.profile	10
P2Y_RECEPTORS.profile	10
AMINE_LIGAND-BINDING_RECEPTORS.profile	10
OPSINS.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
REGULATION_OF_IFNA_SIGNALING.profile	10
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	10
SUMOYLATION_OF_RNA_BINDING_PROTEINS.profile	10
CLASS_C_3__METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_.profile	10
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	9
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	9
SYNTHESIS_OF_PE.profile	9
METHYLATION.profile	9
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	9
ACYL_CHAIN_REMODELLING_OF_PI.profile	9
CASP8_ACTIVITY_IS_INHIBITED.profile	9
REGULATION_BY_C-FLIP.profile	9
AQUAPORIN-MEDIATED_TRANSPORT.profile	9
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	9
COBALAMIN__CBL,_VITAMIN_B12__TRANSPORT_AND_METABOLISM.profile	9
SYNTHESIS_OF_LEUKOTRIENES__LT__AND_EOXINS__EX_.profile	9
BIOCARTA_SET_PATHWAY.profile	9
WNT_SIGNALING_NETWORK.profile	8
IL2.profile	8
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	8
ANDROGEN_BIOSYNTHESIS.profile	8
PURINE_NUCLEOTIDES_DEGRADATION.profile	8
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	8
WNT_SIGNALING.profile	8
DIMERIZATION_OF_PROCASPASE-8.profile	8
BIOCARTA_IL3_PATHWAY.profile	8
SUPERPATHWAY_OF_PYRIMIDINE_RIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS.profile	7
EICOSANOID_LIGAND-BINDING_RECEPTORS.profile	7
HORMONE_LIGAND-BINDING_RECEPTORS.profile	7
BIOCARTA_IL2_PATHWAY.profile	7
TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR.profile	7
CONDENSATION_OF_PROPHASE_CHROMOSOMES.profile	7
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES.profile	7
DEFECTS_IN_COBALAMIN__B12__METABOLISM.profile	7
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	6
BIOCARTA_PML_PATHWAY.profile	6
BIOCARTA_IL10_PATHWAY.profile	6
NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY.profile	6
EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS.profile	6
ST_G_ALPHA_I_PATHWAY.profile	6
ABC-FAMILY_PROTEINS_MEDIATED_TRANSPORT.profile	6
G-CSF.profile	6
