name	score
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
THYROXINE_BIOSYNTHESIS.profile	10
ANDROGEN_BIOSYNTHESIS.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
HEDGEHOG_OFF_STATE.profile	10
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	10
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	10
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	10
CLASS_C_3__METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_.profile	10
TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS.profile	10
CD28_DEPENDENT_PI3K_AKT_SIGNALING.profile	10
REGULATION_OF_IFNA_SIGNALING.profile	10
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	10
VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS.profile	10
PASSIVE_TRANSPORT_BY_AQUAPORINS.profile	10
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	10
CHYLOMICRON-MEDIATED_LIPID_TRANSPORT.profile	10
AQUAPORIN-MEDIATED_TRANSPORT.profile	10
REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA-INDUCIBLE_FACTOR.profile	10
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	9
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	9
FCGR_ACTIVATION.profile	9
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	9
GPVI-MEDIATED_ACTIVATION_CASCADE.profile	9
SA_REG_CASCADE_OF_CYCLIN_EXPR.profile	9
POLO-LIKE_KINASE_MEDIATED_EVENTS.profile	9
BIOCARTA_SET_PATHWAY.profile	9
HORMONE_LIGAND-BINDING_RECEPTORS.profile	9
PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR.profile	9
EICOSANOIDS.profile	9
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_III.profile	8
BIOCARTA_GPCR_PATHWAY.profile	8
CASP8_ACTIVITY_IS_INHIBITED.profile	8
