name	score
THYROXINE_BIOSYNTHESIS.profile	10
VITAMIN_B5__PANTOTHENATE__METABOLISM.profile	10
ABACAVIR_TRANSPORT_AND_METABOLISM.profile	10
ANDROGEN_BIOSYNTHESIS.profile	10
CALNEXIN_CALRETICULIN_CYCLE.profile	10
PLATELET_ADHESION_TO_EXPOSED_COLLAGEN.profile	10
TNFR1-INDUCED_PROAPOPTOTIC_SIGNALING.profile	10
METABOLISM_OF_FOLATE_AND_PTERINES.profile	10
METABOLISM_OF_WATER-SOLUBLE_VITAMINS_AND_COFACTORS.profile	10
CD28_DEPENDENT_PI3K_AKT_SIGNALING.profile	10
P2Y_RECEPTORS.profile	10
WNT_SIGNALING.profile	10
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCOSE-DEPENDENT_INSULINOTROPIC_POLYPEPTIDE__GIP_.profile	10
SA_TRKA_RECEPTOR.profile	10
BIOCARTA_EPHA4_PATHWAY.profile	10
INCRETIN_SYNTHESIS,_SECRETION,_AND_INACTIVATION.profile	10
CLASS_C_3__METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_.profile	10
BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS.profile	10
SUPERPATHWAY_OF_CHOLESTEROL_BIOSYNTHESIS.profile	10
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_II.profile	9
SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_III.profile	9
BIOCARTA_MTA3_PATHWAY.profile	9
BIOCARTA_GPCR_PATHWAY.profile	9
SYNTHESIS,_SECRETION,_AND_INACTIVATION_OF_GLUCAGON-LIKE_PEPTIDE-1__GLP-1_.profile	9
REGULATION_OF_IFNA_SIGNALING.profile	9
SYNTHESIS_OF_LEUKOTRIENES__LT__AND_EOXINS__EX_.profile	9
REACTIONS_SPECIFIC_TO_THE_COMPLEX_N-GLYCAN_SYNTHESIS_PATHWAY.profile	9
POU5F1__OCT4_,_SOX2,_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION.profile	9
BIOCARTA_TOB1_PATHWAY.profile	9
FCGR_ACTIVATION.profile	8
GPVI-MEDIATED_ACTIVATION_CASCADE.profile	8
N-GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE.profile	8
RMTS_METHYLATE_HISTONE_ARGININES.profile	8
VEGF_AND_VEGFR_SIGNALING_NETWORK.profile	8
CLASSICAL_ANTIBODY-MEDIATED_COMPLEMENT_ACTIVATION.profile	8
CANONICAL_WNT_SIGNALING_PATHWAY.profile	7
NCAM1_INTERACTIONS.profile	7
PI3_KINASE_PATHWAY.profile	7
RAP1_SIGNALLING.profile	7
DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM.profile	7
